7.200000000000000000e+02 1.729999999999999982e+00 1.308149999999999924e+00 1.535479999999999956e+00 9.499999999999999556e-01 9.499999999999999556e-01 1.000000000000000000e+00 2.000000000000000000e+00
7.100000000000000000e+02 1.771430000000000060e+00 1.308030000000000026e+00 1.754769999999999941e+00 9.499999999999999556e-01 9.499999999999999556e-01 1.000000000000000000e+00 2.000000000000000000e+00
7.000000000000000000e+02 1.797099999999999920e+00 1.307970000000000077e+00 2.012710000000000221e+00 9.499999999999999556e-01 9.499999999999999556e-01 1.000000000000000000e+00 2.000000000000000000e+00
6.900000000000000000e+02 1.823530000000000095e+00 1.307970000000000077e+00 2.317279999999999784e+00 9.499999999999999556e-01 9.499999999999999556e-01 1.000000000000000000e+00 2.000000000000000000e+00
6.800000000000000000e+02 1.850749999999999895e+00 1.308019999999999960e+00 2.678310000000000191e+00 9.499999999999999556e-01 9.499999999999999556e-01 1.000000000000000000e+00 2.000000000000000000e+00
6.700000000000000000e+02 1.878789999999999960e+00 1.308119999999999949e+00 3.107909999999999950e+00 9.499999999999999556e-01 9.499999999999999556e-01 1.000000000000000000e+00 2.000000000000000000e+00
6.600000000000000000e+02 1.907690000000000108e+00 1.308259999999999978e+00 3.621129999999999960e+00 9.499999999999999556e-01 9.499999999999999556e-01 1.000000000000000000e+00 2.000000000000000000e+00
6.500000000000000000e+02 1.937500000000000000e+00 1.308429999999999982e+00 4.236589999999999634e+00 9.499999999999999556e-01 9.499999999999999556e-01 1.000000000000000000e+00 2.000000000000000000e+00
6.400000000000000000e+02 1.968250000000000055e+00 1.308629999999999960e+00 4.977409999999999890e+00 9.499999999999999556e-01 9.499999999999999556e-01 1.000000000000000000e+00 2.000000000000000000e+00
6.300000000000000000e+02 2.000000000000000000e+00 1.308869999999999978e+00 5.872289999999999566e+00 9.499999999999999556e-01 9.499999999999999556e-01 1.000000000000000000e+00 2.000000000000000000e+00
6.200000000000000000e+02 2.032789999999999875e+00 1.309120000000000061e+00 6.956750000000000433e+00 9.499999999999999556e-01 9.499999999999999556e-01 1.000000000000000000e+00 2.000000000000000000e+00
6.100000000000000000e+02 2.066669999999999785e+00 1.309390000000000054e+00 8.274599999999999511e+00 9.499999999999999556e-01 9.499999999999999556e-01 1.000000000000000000e+00 2.000000000000000000e+00
