385 0 0.8669 0.0339683
385 10 0.866668 0.0339933
385 11 0.866008 0.0340643
385 12 0.865871 0.0340791
385 13 0.865477 0.0341213
385 14 0.866053 0.0340595
385 15 0.865695 0.034098
385 16 0.865276 0.0341428
385 17 0.865185 0.0341526
385 18 0.865397 0.0341299
385 19 0.864625 0.0342124
385 1 0.866362 0.0340263
385 20 0.863525 0.0343293
385 21 0.863761 0.0343042
385 22 0.863413 0.0343411
385 23 0.863833 0.0342966
385 24 0.864146 0.0342633
385 25 0.862861 0.0343994
385 26 0.862475 0.0344401
385 27 0.86284 0.0344016
385 28 0.862589 0.034428
385 29 0.861601 0.0345318
385 2 0.866629 0.0339976
385 30 0.861334 0.0345597
385 31 0.861872 0.0345035
385 32 0.860182 0.0346798
385 33 0.860047 0.0346938
385 34 0.860528 0.0346438
385 35 0.861177 0.0345762
385 36 0.861445 0.0345482
385 37 0.86116 0.0345779
385 38 0.860874 0.0346078
385 39 0.859946 0.0347043
385 3 0.866801 0.033979
385 40 0.85878 0.0348248
385 41 0.858517 0.0348519
385 42 0.857813 0.0349241
385 43 0.857454 0.034961
385 44 0.85671 0.0350369
385 45 0.85808 0.0348968
385 46 0.858744 0.0348285
385 47 0.857638 0.0349422
385 48 0.858309 0.0348733
385 49 0.857621 0.0349438
385 4 0.865913 0.0340746
385 50 0.857399 0.0349665
385 51 0.85722 0.0349848
385 52 0.860322 0.0346653
385 53 0.862358 0.0344524
385 54 0.86249 0.0344385
385 55 0.864549 0.0342204
385 56 0.866818 0.0339772
385 57 0.868084 0.03384
385 58 0.868597 0.0337841
385 59 0.868683 0.0337747
385 5 0.865991 0.0340662
385 60 0.868707 0.0337721
385 61 0.86949 0.0336863
385 62 0.869341 0.0337027
385 63 0.868144 0.0338334
385 64 0.867486 0.0339048
385 65 0.866441 0.0340178
385 66 0.864462 0.0342297
385 67 0.862495 0.034438
385 68 0.859833 0.0347161
385 69 0.745524 0.0435566
385 6 0.866085 0.0340561
385 70 0.429824 0.0495051
385 71 0.116797 0.0321178
385 72 0.000728714 0.00269947
385 73 1.002e-05 0.000316544
385 74 1.002e-05 0.000316544
385 75 0.000728714 0.00269947
385 76 3.01203e-05 0.00054882
385 77 1.002e-05 0.000316544
385 78 4.02005e-05 0.000634039
385 79 1.002e-05 0.000316544
385 7 0.865963 0.0340692
385 80 0.000728714 0.00269947
385 81 0.000728714 0.00269947
385 82 0.000728714 0.00269947
385 83 0.000728714 0.00269947
385 84 0.000728714 0.00269947
385 85 0.000728714 0.00269947
385 86 0.000728714 0.00269947
385 87 0.000728714 0.00269947
385 88 0.000728714 0.00269947
385 89 0.000728714 0.00269947
385 8 0.866706 0.0339893
385 90 0.000728714 0.00269947
385 9 0.866053 0.0340595
