56 -0.14 0.14 56 -0.14 0.14 16 0.0694612 0.1551
-99999999 eff_13inch_0deg_420nm 0
-0.1225 -0.0175 0.0774899 8182 15
-0.1225 -0.0125 0.0774899 8240 31
-0.1225 -0.0125 0.0828423 11604 15
-0.1225 -0.0075 0.0774899 8298 32
-0.1225 -0.0075 0.0828423 11662 41
-0.1225 -0.0025 0.0774899 8356 29
-0.1225 -0.0025 0.0828423 11720 49
-0.1225 0.0025 0.0774899 8414 30
-0.1225 0.0025 0.0828423 11778 54
-0.1225 0.0075 0.0774899 8472 31
-0.1225 0.0075 0.0828423 11836 41
-0.1225 0.0125 0.0774899 8530 30
-0.1225 0.0125 0.0828423 11894 13
-0.1225 0.0175 0.0774899 8588 22
-0.1175 -0.0375 0.0774899 7951 24
-0.1175 -0.0375 0.0828423 11315 17
-0.1175 -0.0325 0.0774899 8009 37
-0.1175 -0.0325 0.0828423 11373 77
-0.1175 -0.0275 0.0774899 8067 36
-0.1175 -0.0275 0.0828423 11431 157
-0.1175 -0.0225 0.0774899 8125 31
-0.1175 -0.0225 0.0828423 11489 207
-0.1175 -0.0175 0.0774899 8183 20
-0.1175 -0.0175 0.0828423 11547 262
-0.1175 -0.0125 0.0828423 11605 253
-0.1175 -0.0075 0.0828423 11663 276
-0.1175 -0.0075 0.0881947 15027 6
-0.1175 -0.0025 0.0828423 11721 264
-0.1175 -0.0025 0.0881947 15085 24
-0.1175 0.0025 0.0828423 11779 270
-0.1175 0.0025 0.0881947 15143 23
-0.1175 0.0075 0.0828423 11837 239
-0.1175 0.0075 0.0881947 15201 7
-0.1175 0.0125 0.0828423 11895 302
-0.1175 0.0175 0.0774899 8589 8
-0.1175 0.0175 0.0828423 11953 261
-0.1175 0.0225 0.0774899 8647 38
-0.1175 0.0225 0.0828423 12011 222
-0.1175 0.0275 0.0774899 8705 39
-0.1175 0.0275 0.0828423 12069 169
-0.1175 0.0325 0.0774899 8763 34
-0.1175 0.0325 0.0828423 12127 91
-0.1175 0.0375 0.0774899 8821 24
-0.1175 0.0375 0.0828423 12185 14
-0.1125 -0.0525 0.0774899 7778 8
-0.1125 -0.0475 0.0774899 7836 29
-0.1125 -0.0475 0.0828423 11200 67
-0.1125 -0.0425 0.0774899 7894 38
-0.1125 -0.0425 0.0828423 11258 176
-0.1125 -0.0375 0.0774899 7952 9
-0.1125 -0.0375 0.0828423 11316 263
-0.1125 -0.0325 0.0828423 11374 201
-0.1125 -0.0325 0.0881947 14738 45
-0.1125 -0.0275 0.0828423 11432 173
-0.1125 -0.0275 0.0881947 14796 111
-0.1125 -0.0225 0.0828423 11490 83
-0.1125 -0.0225 0.0881947 14854 148
-0.1125 -0.0175 0.0828423 11548 46
-0.1125 -0.0175 0.0881947 14912 271
-0.1125 -0.0125 0.0828423 11606 13
-0.1125 -0.0125 0.0881947 14970 240
-0.1125 -0.0075 0.0881947 15028 272
-0.1125 -0.0025 0.0881947 15086 253
-0.1125 0.0025 0.0881947 15144 268
-0.1125 0.0075 0.0881947 15202 270
-0.1125 0.0125 0.0828423 11896 13
-0.1125 0.0125 0.0881947 15260 272
-0.1125 0.0175 0.0828423 11954 45
-0.1125 0.0175 0.0881947 15318 213
-0.1125 0.0225 0.0828423 12012 110
-0.1125 0.0225 0.0881947 15376 185
-0.1125 0.0275 0.0828423 12070 160
-0.1125 0.0275 0.0881947 15434 106
-0.1125 0.0325 0.0828423 12128 200
-0.1125 0.0325 0.0881947 15492 32
-0.1125 0.0375 0.0774899 8822 5
-0.1125 0.0375 0.0828423 12186 252
-0.1125 0.0425 0.0774899 8880 29
-0.1125 0.0425 0.0828423 12244 187
-0.1125 0.0475 0.0774899 8938 46
-0.1125 0.0475 0.0828423 12302 64
-0.1125 0.0525 0.0774899 8996 7
-0.1075 -0.0625 0.0774899 7663 10
-0.1075 -0.0575 0.0774899 7721 43
-0.1075 -0.0575 0.0828423 11085 75
-0.1075 -0.0525 0.0774899 7779 38
-0.1075 -0.0525 0.0828423 11143 226
-0.1075 -0.0475 0.0828423 11201 226
-0.1075 -0.0475 0.0881947 14565 19
-0.1075 -0.0425 0.0828423 11259 152
-0.1075 -0.0425 0.0881947 14623 126
-0.1075 -0.0375 0.0828423 11317 44
-0.1075 -0.0375 0.0881947 14681 235
-0.1075 -0.0325 0.0881947 14739 257
-0.1075 -0.0275 0.0881947 14797 257
-0.1075 -0.0275 0.0935471 18161 30
-0.1075 -0.0225 0.0881947 14855 193
-0.1075 -0.0225 0.0935471 18219 95
-0.1075 -0.0175 0.0881947 14913 113
-0.1075 -0.0175 0.0935471 18277 157
-0.1075 -0.0125 0.0881947 14971 86
-0.1075 -0.0125 0.0935471 18335 157
-0.1075 -0.0075 0.0881947 15029 73
-0.1075 -0.0075 0.0935471 18393 197
-0.1075 -0.0025 0.0881947 15087 44
-0.1075 -0.0025 0.0935471 18451 237
-0.1075 0.0025 0.0881947 15145 44
-0.1075 0.0025 0.0935471 18509 202
-0.1075 0.0075 0.0881947 15203 72
-0.1075 0.0075 0.0935471 18567 203
-0.1075 0.0125 0.0881947 15261 90
-0.1075 0.0125 0.0935471 18625 193
-0.1075 0.0175 0.0881947 15319 111
-0.1075 0.0175 0.0935471 18683 142
-0.1075 0.0225 0.0881947 15377 191
-0.1075 0.0225 0.0935471 18741 84
-0.1075 0.0275 0.0881947 15435 244
-0.1075 0.0275 0.0935471 18799 37
-0.1075 0.0325 0.0881947 15493 285
-0.1075 0.0375 0.0828423 12187 43
-0.1075 0.0375 0.0881947 15551 216
-0.1075 0.0425 0.0828423 12245 125
-0.1075 0.0425 0.0881947 15609 123
-0.1075 0.0475 0.0828423 12303 241
-0.1075 0.0475 0.0881947 15667 16
-0.1075 0.0525 0.0774899 8997 28
-0.1075 0.0525 0.0828423 12361 233
-0.1075 0.0575 0.0774899 9055 44
-0.1075 0.0575 0.0828423 12419 76
-0.1075 0.0625 0.0774899 9113 1
-0.1025 -0.0675 0.0774899 7606 32
-0.1025 -0.0675 0.0828423 10970 34
-0.1025 -0.0625 0.0774899 7664 38
-0.1025 -0.0625 0.0828423 11028 206
-0.1025 -0.0575 0.0828423 11086 263
-0.1025 -0.0575 0.0881947 14450 23
-0.1025 -0.0525 0.0828423 11144 137
-0.1025 -0.0525 0.0881947 14508 154
-0.1025 -0.0475 0.0828423 11202 10
-0.1025 -0.0475 0.0881947 14566 248
-0.1025 -0.0425 0.0881947 14624 257
-0.1025 -0.0425 0.0935471 17988 36
-0.1025 -0.0375 0.0881947 14682 147
-0.1025 -0.0375 0.0935471 18046 137
-0.1025 -0.0325 0.0881947 14740 50
-0.1025 -0.0325 0.0935471 18104 233
-0.1025 -0.0325 0.0988996 21468 1
-0.1025 -0.0275 0.0935471 18162 249
-0.1025 -0.0275 0.0988996 21526 64
-0.1025 -0.0225 0.0935471 18220 165
-0.1025 -0.0225 0.0988996 21584 123
-0.1025 -0.0175 0.0935471 18278 97
-0.1025 -0.0175 0.0988996 21642 179
-0.1025 -0.0125 0.0935471 18336 46
-0.1025 -0.0125 0.0988996 21700 239
-0.1025 -0.0075 0.0935471 18394 30
-0.1025 -0.0075 0.0988996 21758 241
-0.1025 -0.0025 0.0935471 18452 13
-0.1025 -0.0025 0.0988996 21816 262
-0.1025 0.0025 0.0935471 18510 15
-0.1025 0.0025 0.0988996 21874 287
-0.1025 0.0075 0.0935471 18568 24
-0.1025 0.0075 0.0988996 21932 258
-0.1025 0.0125 0.0935471 18626 45
-0.1025 0.0125 0.0988996 21990 215
-0.1025 0.0175 0.0935471 18684 80
-0.1025 0.0175 0.0988996 22048 192
-0.1025 0.0225 0.0935471 18742 167
-0.1025 0.0225 0.0988996 22106 117
-0.1025 0.0275 0.0935471 18800 227
-0.1025 0.0275 0.0988996 22164 56
-0.1025 0.0325 0.0881947 15494 73
-0.1025 0.0325 0.0935471 18858 225
-0.1025 0.0325 0.0988996 22222 3
-0.1025 0.0375 0.0881947 15552 145
-0.1025 0.0375 0.0935471 18916 117
-0.1025 0.0425 0.0881947 15610 247
-0.1025 0.0425 0.0935471 18974 30
-0.1025 0.0475 0.0828423 12304 9
-0.1025 0.0475 0.0881947 15668 290
-0.1025 0.0525 0.0828423 12362 126
-0.1025 0.0525 0.0881947 15726 155
-0.1025 0.0575 0.0828423 12420 202
-0.1025 0.0575 0.0881947 15784 23
-0.1025 0.0625 0.0774899 9114 30
-0.1025 0.0625 0.0828423 12478 210
-0.1025 0.0675 0.0774899 9172 28
-0.1025 0.0675 0.0828423 12536 25
-0.0975 -0.0775 0.0774899 7491 5
-0.0975 -0.0725 0.0774899 7549 41
-0.0975 -0.0725 0.0828423 10913 115
-0.0975 -0.0675 0.0774899 7607 10
-0.0975 -0.0675 0.0828423 10971 233
-0.0975 -0.0675 0.0881947 14335 1
-0.0975 -0.0625 0.0828423 11029 151
-0.0975 -0.0625 0.0881947 14393 107
-0.0975 -0.0575 0.0828423 11087 23
-0.0975 -0.0575 0.0881947 14451 250
-0.0975 -0.0525 0.0881947 14509 226
-0.0975 -0.0525 0.0935471 17873 32
-0.0975 -0.0475 0.0881947 14567 115
-0.0975 -0.0475 0.0935471 17931 166
-0.0975 -0.0425 0.0881947 14625 6
-0.0975 -0.0425 0.0935471 17989 236
-0.0975 -0.0425 0.0988996 21353 46
-0.0975 -0.0375 0.0935471 18047 130
-0.0975 -0.0375 0.0988996 21411 147
-0.0975 -0.0325 0.0935471 18105 29
-0.0975 -0.0325 0.0988996 21469 245
-0.0975 -0.0325 0.104252 24833 1
-0.0975 -0.0275 0.0988996 21527 199
-0.0975 -0.0275 0.104252 24891 52
-0.0975 -0.0225 0.0988996 21585 121
-0.0975 -0.0225 0.104252 24949 129
-0.0975 -0.0175 0.0988996 21643 85
-0.0975 -0.0175 0.104252 25007 196
-0.0975 -0.0125 0.0988996 21701 52
-0.0975 -0.0125 0.104252 25065 233
-0.0975 -0.0075 0.0988996 21759 19
-0.0975 -0.0075 0.104252 25123 269
-0.0975 -0.0025 0.0988996 21817 2
-0.0975 -0.0025 0.104252 25181 265
-0.0975 0.0025 0.104252 25239 275
-0.0975 0.0075 0.0988996 21933 15
-0.0975 0.0075 0.104252 25297 283
-0.0975 0.0125 0.0988996 21991 39
-0.0975 0.0125 0.104252 25355 261
-0.0975 0.0175 0.0988996 22049 87
-0.0975 0.0175 0.104252 25413 188
-0.0975 0.0225 0.0988996 22107 123
-0.0975 0.0225 0.104252 25471 132
-0.0975 0.0275 0.0988996 22165 214
-0.0975 0.0275 0.104252 25529 62
-0.0975 0.0325 0.0935471 18859 25
-0.0975 0.0325 0.0988996 22223 232
-0.0975 0.0325 0.104252 25587 3
-0.0975 0.0375 0.0935471 18917 116
-0.0975 0.0375 0.0988996 22281 144
-0.0975 0.0425 0.0881947 15611 3
-0.0975 0.0425 0.0935471 18975 216
-0.0975 0.0425 0.0988996 22339 37
-0.0975 0.0475 0.0881947 15669 86
-0.0975 0.0475 0.0935471 19033 170
-0.0975 0.0525 0.0881947 15727 241
-0.0975 0.0525 0.0935471 19091 42
-0.0975 0.0575 0.0828423 12421 15
-0.0975 0.0575 0.0881947 15785 237
-0.0975 0.0625 0.0828423 12479 174
-0.0975 0.0625 0.0881947 15843 112
