0.000000000000000000e+00 9.696987196391293473e-01
9.523805332104604560e-01 9.695465835258733067e-01
1.904761066420920912e+00 9.690531824075370171e-01
2.857141599631383144e+00 9.680174335544557973e-01
3.809522132841841824e+00 9.691588035530548373e-01
4.761902666052317379e+00 9.718604650694901981e-01
5.714283199262766288e+00 9.734714290707263684e-01
6.666663732473238291e+00 9.771378624542852442e-01
7.619044265683683648e+00 9.808343617455298480e-01
8.571424798894167196e+00 9.851177749679993489e-01
9.523805332104634758e+00 9.913242523546137441e-01
1.047618586531507745e+01 9.973398193547188262e-01
1.142856639852553258e+01 1.000908071762997453e+00
1.238094693173602145e+01 1.006718230875833564e+00
1.333332746494647658e+01 1.008882702273174115e+00
1.428570799815691572e+01 1.012890395926040688e+00
1.523808853136736730e+01 1.015342320337963677e+00
1.619046906457787571e+01 1.016811172869939162e+00
1.714284959778833439e+01 1.016836450357224031e+00
1.809523013099876110e+01 1.015943558878437347e+00
1.904761066420926952e+01 1.014967245273896257e+00
1.999999119741968201e+01 1.014726838848136747e+00
2.095237173063015490e+01 1.012521007982704502e+00
2.190475226384063490e+01 1.009571432747669029e+00
2.285713279705106515e+01 1.009563572296545475e+00
2.380951333026155226e+01 1.007178870328456100e+00
2.476189386347204291e+01 1.004830384446732117e+00
2.571427439668245896e+01 1.003312120682752662e+00
2.666665492989295316e+01 9.994662137283241155e-01
2.761903546310344382e+01 9.989213891136170531e-01
2.857141599631383144e+01 9.943124543386381298e-01
2.952379652952434341e+01 9.944452234243083000e-01
3.047617706273473459e+01 9.945912584065842443e-01
3.142855759594523590e+01 9.959249395496255763e-01
3.238093812915575143e+01 9.974983205968857014e-01
3.333331866236616747e+01 9.978058509504842410e-01
3.428569919557666879e+01 9.979165558443692241e-01
3.523807972878709194e+01 9.945175018725053162e-01
3.619046026199752220e+01 9.909664609759291087e-01
3.714284079520802351e+01 9.837618810616918230e-01
3.809522132841853903e+01 9.788022310257807890e-01
3.904760186162896929e+01 9.751223023219378616e-01
3.999998239483936402e+01 9.682738011100568976e-01
4.095236292804987244e+01 9.643539938710001813e-01
4.190474346126030980e+01 9.612242856418755643e-01
4.285712399447082532e+01 9.588798912293020615e-01
4.380950452768126979e+01 9.552557731904774974e-01
4.476188506089178532e+01 9.522691914622636311e-01
4.571426559410213031e+01 9.493638461997611078e-01
4.666664612731258899e+01 9.449997828834540980e-01
4.761902666052310451e+01 9.378681253433031051e-01
4.857140719373362003e+01 9.270230921897554266e-01
4.952378772694408582e+01 9.091676910757892083e-01
5.047616826015440950e+01 8.812402506293977034e-01
5.142854879336491791e+01 8.447490640556927222e-01
5.238092932657538370e+01 7.959577931858189404e-01
5.333330985978590633e+01 7.433118283850898012e-01
5.428569039299642895e+01 6.857531827658580603e-01
5.523807092620688763e+01 6.232081906223841949e-01
5.619045145941719710e+01 5.612949417207057090e-01
5.714283199262766288e+01 4.992094325498078744e-01
5.809521252583819262e+01 4.391075530198520482e-01
5.904759305904868683e+01 3.829312178686665180e-01
5.999997359225918103e+01 3.419370060779400311e-01
